step,element,x,y,z,energy
181,O,0.685859308079108,3.978236224575963,2.7527405793865216,6.208825503197306
181,N,1.2930196477304197,4.474655523880503,5.0265375275998325,28.657562430612703
181,Na,1.787896097079762,3.111407078132592,5.479958563757864,7.974270185773446
181,Si,1.5590673017166181,1.7122486210956525,2.476280843578056,10.209275295376308
181,Na,1.3299824564590046,3.8234423134103945,3.5009255709933758,27.365501297383084
181,Fe,2.0343457371457507,0.5674212182396708,1.534482256096516,8.059653301793018
181,Fe,4.16955190750987,1.6447319594105378,3.4293482724776796,8.343515237269317
181,He,1.8322641508713842,3.2067327221984474,6.631728292068707,5.276591856307905
181,O,0.09102859343234491,1.4149435789372382,2.0769636928475776,9.100145746512409
181,Fe,0.5218108910844421,2.398529702645911,4.649216458925704,8.60417369247324
181,He,1.9597599009333018,0.3805131013968316,5.859489209467144,4.917969606160278
181,Na,4.6092376926079135,2.6082551492730084,1.1813618691500065,5.009515964465037
181,Na,2.6333589030962727,3.4768710972888384,0.32507231652825364,6.940472669171937
181,Fe,1.5273272563794191,3.96236822506354,7.596110397844001,30.040635549036164
181,H,4.042735710688988,1.2857214101086605,1.3478076761437894,5.992145634275312
181,C,2.158249131296826,1.5367974001152445,7.776370926433705,9.878624025647033
181,Na,1.163976029124864,4.546363312211805,2.4165590204819463,7.137631748633388
181,O,1.5640876649346795,2.8419765445010152,9.26168775977256,15.007577970378595
181,Si,4.81969489811312,4.547726981969666,5.154029012930788,10.578010896851623
181,Na,0.8232671955121413,2.63282007394545,8.176833873869793,9.682247613862282
181,N,3.1352678293863248,0.7783106229947939,4.627714641749708,8.596744402940288
181,He,1.0736079959700096,1.6364076275339805,2.390491012574289,4.1961405758047885
181,O,3.2253472761194706,2.6350256573304676,0.14448744781088171,8.92936544585977
181,H,3.0086611271134274,2.4859141692908624,6.598808113413991,7.028361791889666
181,Si,3.982614990182864,2.3330601148670613,9.129430039483848,13.984198760479027
181,O,2.344337158309388,1.0024631281786298,7.839760744222195,11.389919935628111
181,Na,0.5647584767193427,1.4709634258642115,6.914941713458985,8.388158273622313
181,Si,1.043499158549337,4.109455593165977,2.354256611281673,10.15381810594004
181,Si,4.204132302608573,3.2857686857523403,1.8246279276117763,10.093684356100669
181,Fe,0.37263229383295515,2.158825791845186,5.969001290032712,8.995428502489695
181,Fe,1.7444375413117874,0.5601993904007947,7.5704716922427275,9.839411574238211
181,H,0.6101256956553444,3.0636561333213885,7.637749538379181,7.276166505209265
181,Fe,2.4327868492081124,3.129735375197961,7.146004752763612,10.104193429052806
181,Fe,2.238831811169936,4.577055796900836,3.8795077711018995,8.413765702159512
181,He,0.0,0.0,9.881577877153804,4.811172380223762
181,N,1.0534073495798495,3.81161925769004,2.4498128974535316,8.18650108206248
181,Na,3.597620137584431,1.5061436787999285,3.7502822836951917,7.42784311045256
181,Fe,2.1288689133436587,4.517455520528445,7.503221108266463,29.783062150258516
181,Si,3.840439780825995,1.8353895627627932,1.9901591685408648,10.131942950911537
181,C,2.39082382079736,2.769160968962958,7.519710928797807,9.579317932810262
181,Si,2.432562078632038,0.546799644314321,9.161296027465468,13.08643594242357
181,H,3.4863245077148646,3.567381213636373,4.643794701726526,5.862251210506204
181,Si,4.168029163369376,0.752769341479162,1.7601955387964996,10.080580431000902
181,He,0.5953257749077191,3.352240330453075,6.997561600338848,5.5961079177296975
181,N,0.3484854545244296,4.908918786842612,5.97299914648777,8.767221247472685
181,N,0.9486220530681855,1.3905763954005135,1.4026903852629449,8.039920066151314
181,O,1.8352457274610896,2.619888049833154,4.749273666349961,8.787541395170624
181,C,4.090796029582703,0.9773374028920608,8.30883646706014,7.031150029351382
181,C,1.9667025399033635,0.14668610398834397,9.402276017199469,9.58180830133605
181,H,4.304608619129441,3.2549850816447035,4.400448701038902,4.7100505292775905
181,Si,0.7224049512950859,1.9196124605094576,5.267547689351843,10.812340509596314
181,C,1.3204048626434233,4.7729964766340585,2.286542984463728,7.140586403301232
181,C,1.5473739790430305,2.835430021251012,0.7695720509789535,6.988297963980069
181,Fe,2.5031260128163537,3.317855479270023,4.130762040667304,8.547826275461047
181,Fe,3.270179398859841,2.295419325071097,8.41984796411552,12.130991969922256
181,Na,2.5870223529818017,2.8055235263117364,4.724083832228472,7.713225876533474
181,Fe,1.4182882583372611,1.6536300909467563,2.989673669907086,8.278327842750599
181,N,3.5517246950473087,1.4944506089676306,1.8348298305755781,8.115251908759003
181,Fe,2.303967110591607,1.59096728352105,3.005153473466242,8.299684970841698
181,Si,2.6325713551802314,1.1079428718059043,7.5884341951358385,12.248052141258995
181,N,2.8340517681200845,0.24116534798569775,1.6763241338536556,8.081226139428626
181,Si,3.8494420733307377,0.7957016036772376,6.9552516392079795,11.435932296298994
181,N,4.365378005945602,2.862999214392868,6.711470647990489,9.37372833298808
181,Na,1.9587236957223033,0.3703775014456334,5.459163449671061,7.800155031699847
181,Na,2.0596394871682935,0.6271151096358941,7.130416502321912,8.684498772887833
181,O,4.138778935289774,0.7213897452814663,4.1005317963384735,9.435151764942306
181,Na,4.6059854176258765,0.760278588280122,4.14375920303001,7.420463277230318
181,O,4.875652038480585,1.6583736140630418,2.2576641149538905,9.133657052376867
181,H,1.703404049341311,4.199826021894344,8.95368294608903,8.848743581125508
181,N,1.297376988177314,0.9241987372341137,4.64193643021884,8.602894152705352
181,Si,3.8511052921220568,1.6598288884083652,5.086159745557008,8.753370486961883
181,Si,0.4393023039412245,3.5152868476014048,4.077700239369829,10.441034917429898
181,He,3.8554008911555457,3.471834426204377,4.424480589493082,4.674830436707712
181,N,0.15476004415817485,3.68053303142761,5.9211732702609945,8.875314429397228
181,He,3.965898042514855,3.884013239814215,6.332220372395094,4.166002750060933
181,O,4.4503888341784315,2.49851609603884,7.796017349571359,11.210747204041803
181,N,0.91995136576703,0.3380491194351133,7.94130266955697,9.640744322359279
181,H,4.175834907242392,0.7184604578431212,2.720786955581556,6.065745216317916
181,O,1.7348564189888376,4.8739478772103695,5.382975256503162,9.762301864692553
181,Si,2.4585993122394982,4.142670502461427,3.0230089265597577,10.281178355375324
181,N,1.1701347205218617,3.378707371876155,6.824147536513718,9.561491662698028
181,C,2.2318570463121175,2.5776816190425595,4.920473580372211,7.822973936944652
181,O,1.269767349984144,3.2703008837647216,0.05608382220161551,8.90663206660613
181,He,3.904540393878145,3.147749055390178,1.6390432573856284,4.07114951834776
181,C,0.5417804071452691,4.892827960037202,8.55540593145587,5.529227596565539
181,H,3.1192534442835567,3.3297161760329854,8.73364655933601,7.573571472852866
181,He,0.5457175343688814,0.7027447861399093,6.713441889515987,5.145197786504317
181,Si,0.7676360244352955,3.4425751703796257,6.757226430124913,11.413965754837609
181,C,4.844572488830356,4.276492247334378,2.034148989130254,7.091113687553709
181,H,2.9530230932939574,0.665100270186409,5.481249337311088,6.79320287648576
181,O,1.3038535996008398,0.40204241947820607,6.016791843788991,9.969248165917042
181,N,2.078838866118362,3.979549358601922,8.024314959620956,27.641582971650646
181,He,4.711942272008898,2.5293066216555755,4.536088900230869,4.551684445729071
181,Na,2.5428927692858028,3.2197264998969755,9.67683161039245,16.058286936847214
181,C,2.6714295731764732,4.799241270160773,9.36847953867237,9.667053589271948
181,C,3.28026177078357,4.715445717437029,7.08112584030246,25.515084500137128
181,Si,1.0949423716697684,1.8117593030199641,2.972418008889044,10.267716986992095
181,C,1.1967977595448396,2.752337138256279,7.294335556205643,9.12591536393042
181,Na,3.684989616413927,3.7059431174411386,5.744814355900622,7.986451095898294
181,Si,4.293434172753076,1.1037866799115579,1.1291763928370369,10.004527078221068
181,H,0.7650062891987037,2.691972200007701,9.393349507413399,10.020090842784269
181,He,4.088292851535167,4.720302486895895,7.722225819940668,25.794137983979418
181,O,4.719411243258459,4.462810779705905,0.21024908972569709,8.888382296195317
181,Si,4.044844543821318,1.603243538156271,0.05657734311902234,9.906623240616817
181,He,4.580522976169927,0.4748147507239586,2.4562225470742263,4.090457524101766
181,He,0.4558794298050825,3.2752918662184918,8.093604833926703,6.123709148128488
181,H,3.3040521372640645,4.6028317352805646,7.239786686802568,5.773577778024814
181,H,3.836754072947515,1.767617266710045,4.9252100745530285,3.709425368129846
181,C,1.2385680005802846,1.687121790677116,3.269705427855389,7.343171925606127
181,O,1.722222643946362,3.7490650497292863,2.828804660939953,29.24064139141378
181,C,3.804865640322761,1.8020584387093497,0.0,6.902415780734089
181,N,1.276921739582551,1.0719148666884224,4.269228688007899,8.512105354373238
181,H,0.9749489264220627,2.8645485603340854,1.8681600646787069,26.14809582154296
181,H,1.8653805064271785,0.34647101529079694,8.32676949662469,10.15017993173269
181,C,0.034027623165730575,2.3004114489924126,9.112619351824566,9.34785241169715
181,Na,4.9292577930217085,3.221059768814328,0.40675291782623446,6.9255110075262625
181,N,2.3434945411359376,1.4914451471397854,5.8545083625897325,9.129210609291333
181,He,0.06802684722136904,4.43230097240545,7.998198717110384,5.653234393077147
181,Fe,4.790216124400396,3.950016548519308,1.309703289050956,8.006663132451479
181,Fe,1.7683378197873392,1.7934411805814143,4.751660005608076,8.714448749181683
181,N,1.7209363977711956,4.178583041248644,1.9797345853587986,28.11554746169186
181,He,1.400599982620592,2.7983146354270207,1.4415650133815499,4.034438658236968
181,N,0.15754234499283415,4.971541056420418,1.4326948135480098,7.992701470878135
181,H,0.6730247309508838,3.827997579248023,2.875959893950331,4.248958338992283
181,C,0.36505544340624496,3.7133116467914693,4.1325040842339265,7.435681414560752
181,Na,0.9237851578564211,4.40081095850756,1.7936210706353488,7.070740395070818
181,C,1.310196906765397,1.5366188837834205,2.1447574449636506,7.136862685919011
181,He,3.410622159943783,3.1895984159045816,7.966990483432435,6.485963366101484
181,H,1.8115730527814915,2.521285226573215,4.912859432547482,2.944165219763449
181,N,3.3068538095355624,0.3346093636702404,5.432025108545241,8.845121963394096
181,Si,2.3854165789061503,2.0418490363070885,1.8411114740949985,10.125063994917877
181,Na,2.2083690976743293,4.0024708086346354,7.933444579930307,26.547087940852524
181,Na,4.698738347188586,3.2726461125931774,3.016206295796295,5.256033367070117
181,N,1.9113551898519485,4.427700890939447,6.230812630977867,27.167864487114212
181,Fe,1.0540613140368973,1.0105522825272006,4.848562113100865,8.64002639451167
181,N,1.2326603917067427,2.2840225987370215,1.9691622973968153,8.123959850368086
181,H,1.7375011813965417,2.8652003905082433,7.806577535238712,8.510839612267624
181,Si,2.543013774791332,2.8564368390379546,1.9626484291915263,10.146411431963568
181,H,0.6200528504076367,1.9466156598266922,7.183948606976051,5.781714274266344
181,He,3.4443739390714705,4.586448603501337,9.627290269292399,26.55503678168951
181,Fe,1.8955082268387908,2.638632031214487,3.0567044336303257,8.317811262047801
181,H,4.699855877135236,0.5572409499108664,3.285902713204494,6.202946415474935
181,Na,0.9963486730749813,3.189562284041868,5.553876164516565,7.910135670933352
181,H,1.973717132090556,4.429603354432491,6.042864645421935,4.9568080857018
181,Si,0.7118636385584716,2.8120561113571223,5.041787970482238,10.71811232776019
181,Na,1.3668820340081527,2.642252122221213,8.326235388052828,10.584646073788663
181,Si,0.5899054061334121,2.0723464345907106,7.321953874197844,8.770591993117652
181,He,4.257544180693913,1.530001526738263,5.633884194015117,4.898596265069932
181,Fe,0.7153539083510001,0.2264365708383167,0.0,7.877664585523854
181,N,3.430071161307991,2.2289561947715852,4.032110083235293,8.532856805651333
181,C,0.5964586459010538,0.9127474043447987,2.5371305694877355,7.1748716715122764
181,He,4.804837055070811,3.0822992421616835,2.985467584297557,1.267932519605489
181,N,3.4732300402236493,4.661725261441951,2.3095734617113224,28.125283814406
181,Na,0.7171863398549,3.646476132204335,4.874664725195829,7.644582765745216
181,Fe,2.194201401991109,0.3162209930298916,2.5390524940555097,8.174595822316883
181,He,2.067149572079961,4.563223682477213,4.025058834882549,24.49293622914611
181,Na,4.306163900058831,3.74965957328773,4.261979630416876,7.477780299678835
181,Si,3.4585460184677106,2.978125789057489,0.26557282921195874,9.934547901307756
181,H,2.8924432166427683,2.8390971590699348,5.936472851036539,27.338073183015663
181,Si,0.963196566643918,0.8528046492305488,2.1410025054412753,10.12785660411229
181,O,1.1613974202823658,1.2266574033850657,5.729753610092958,9.97537120769799
181,Fe,0.9390878897082328,0.2336321547753305,4.265442119861113,8.430507629519223
181,N,4.5185405070704725,4.821722848927315,6.834750344324297,9.06153120891063
181,Fe,2.3601619405294403,4.967785450898865,0.0,7.889297412956035
181,H,4.414769468562683,1.3646309315071177,9.366109237474452,8.066235465736836
181,H,4.339561023665578,3.2428416834045097,4.205509126270139,3.5103589813475513
181,O,1.053722430952849,1.4682573122105396,6.20471314637633,10.166289203014701
181,Fe,2.0890166579500553,2.0955994910782283,8.801409774586697,13.716360693823791
181,Si,3.193341584613379,3.249540910769408,0.32811646870427796,9.947679932883535
181,N,3.41903960600616,4.420968228000165,8.026966946217192,10.026341790943269
181,Si,1.9800075000117026,4.131812894278507,0.23222598172498957,29.920921087705892
181,H,4.575635559684856,4.402237757412951,8.053269232419929,7.44855848916935
181,Fe,3.301176545084018,3.0328693578398087,8.055410153176,10.274450607673506
181,Fe,4.836245816478669,2.276051472027264,6.813388064021246,9.30830301312835
181,H,1.6178236653790008,1.937260064265097,7.026170656027221,9.683176607577101
181,O,2.130389648826069,4.624963261966555,7.273172012761313,10.670151425185336
181,O,1.6181308577475133,1.2189873673451834,7.216673416713901,10.81950812771776
181,O,4.672975054533599,4.3975160956772985,1.468286189191405,9.021606831902007
181,C,1.4279445301152665,1.1136678721572886,9.77409809558782,10.944839145055301
181,H,3.7558026573606553,2.223792838858013,4.5505790904790295,6.634189780440392
181,C,1.050608912008875,0.5555469257826958,7.252373264851326,8.556677962623027
181,C,1.4632156587291532,4.171894345143524,3.519116940397434,27.336811008146416
181,Fe,3.3021787856494864,0.924436374112364,0.6740542658398851,7.96506653596138
181,H,3.589241161843484,1.439188769600704,7.816965077033643,5.451459076166881
181,H,4.172099072072381,0.7870124939779359,5.419459723849291,7.087976032045021
181,O,1.7842567438476955,4.700040430358424,9.23890771174822,31.637532823040416
181,N,2.261991246668382,4.358175084951081,7.949353921363502,10.304387676555413
181,Si,4.474916320078977,2.563032511485135,5.660287409836079,9.921682349558646
181,H,2.4653715730968275,0.8185470575689566,7.320167970912228,8.221598873668906
181,Fe,3.6270098113148177,1.2454229597810669,7.832889712196734,7.3270274795021875
181,Na,1.629720717780854,1.228813773164,1.9091606204694371,7.105838638022289
181,H,0.07447824194085287,4.233837419265175,4.405921264972012,6.730403096228674
181,Si,2.5665629946505892,3.6429940857104155,3.9042140323916543,10.454739064705725
181,He,0.45692863144020635,1.2852566046326066,9.990998529993867,6.380842996595061
181,O,0.38887693274311363,0.0170146163867441,7.189747424983233,10.164464913189498
181,Fe,3.5159618211002766,2.3428495088635093,5.2670444538933365,8.883276939598954
181,H,3.8497889573043076,1.7834859691457154,8.017770137967009,8.494769675056693
181,Si,4.644137136706245,2.4883461857842533,5.58486648743355,6.865277244902639
181,Si,4.64486464590392,0.26019709992380124,0.6601135798025937,9.928689343230424
181,H,2.0429865187353298,1.3508804182510379,0.02571273996821284,5.97900274622554
181,H,3.5321034289061988,0.5857019362612053,9.16968985641122,7.927855885032174
181,Na,1.8219275134247506,4.394532928691723,9.775699751769743,30.297305175703002
181,Si,0.9898926474846415,1.735812589655314,3.890200930698697,10.441214930963142
181,C,4.069517052474302,3.879994571321429,4.449836347575269,7.562059610926533
181,Fe,3.832100613296305,3.4724707036642917,6.577026458865845,9.406357666772587
181,H,3.9945472111229656,1.0342419648940142,8.260358409070546,6.092032743085141
181,C,0.9835208886718655,4.405240844638538,3.7605665258276373,7.363290803464646
181,Si,1.711675418723367,1.206206839399084,7.968097879973622,12.595389424200539
181,He,3.020965484615558,4.792319225670673,5.45110232478743,4.7369611189864615
181,O,0.8060649292417881,0.5426933102392149,9.497219283693266,8.375771601123382
181,Na,4.142573306145102,2.315004391138717,0.0,6.905126345917623
181,H,2.5948260850478917,2.1160058492092126,5.460962377063969,6.936806610304416
181,N,4.714189460146393,0.6808525725168146,9.018844140251497,9.805564467465638
181,Fe,3.9560055616083023,4.093055887043942,3.910751286566265,8.41605570107901
181,N,0.7554928760403041,3.4186449763023545,6.1578370753660625,9.174537133060264
181,Na,3.072467086445451,0.04595657147892629,3.3140273553238497,7.286249077606116
181,Na,2.0939962228389017,1.7411770594256237,4.143592667919068,7.548526521203344
181,O,4.753245722488726,0.9959104219733769,4.177748261225177,9.406279723401614
181,C,2.562458645075658,1.3536551051175552,0.0,3.904623779103485
181,He,2.6977917696147125,2.479575121945811,8.79257179016301,9.674824490575075
181,O,0.5960591565938371,3.336801374403997,3.6433220796558934,9.3752953296852
181,O,1.654052436373247,0.42966682553860547,5.052011321443584,9.696741355853998
181,N,2.914551233940832,4.1924245824931035,1.814433994257043,8.104089067510072
181,O,4.9319334674106825,4.811271689973939,0.8913922717085295,8.946971938763248
181,He,3.07111634284383,0.8885664942558054,0.6318563822047667,4.031224064200514
181,O,4.452538414937933,3.7772909996532076,9.553386348461094,11.796178805101565
181,Si,4.183648577824027,1.7882786103679957,9.798832291105859,13.658068328474277
181,Fe,2.0589332090251906,0.41593468393472144,1.0373551268455423,7.9963805289020575
181,O,4.281167773714087,1.973470854082416,2.734660849105166,8.229514700190617
181,He,2.536772374767583,1.2410697791497833,0.0,-0.0919545136388491
181,He,0.6408293075357532,0.6314900149755511,2.8693877812295505,4.172966126282694
181,Si,4.377778281310143,2.371679858255455,8.184185762129609,12.530877890547982
181,N,1.1548787730756247,4.53117940105226,9.538211194057762,30.60108402988023
181,Si,3.68237740410645,4.952210412987975,3.90204241235959,30.356919623978115
181,Si,4.692639297625577,2.7780448603143717,5.7541826481744875,10.909941067900942
181,Na,2.6722474369421994,0.546565043373043,9.641176742747342,10.28388429171342
181,Fe,0.8619793388774815,0.04021836898577709,4.372794099769576,8.438449101812381
181,Na,1.7828059855658225,2.2019990826459823,0.8184042930271231,7.003528290497498
181,N,3.9918797074093906,4.481297304436129,5.3436761457527,8.788439223468234
181,C,4.6293225601112855,2.7462834058715444,0.0,6.888932160724966
181,C,2.632833298672972,0.7425662856297779,2.620898552576304,7.186461680704367
181,O,3.9625304755709605,3.126418502221024,7.387519647579513,10.993226401880923
181,O,1.9591335235373077,4.200523577245356,8.651478422372266,31.988641132404116
181,N,4.142985910640727,2.4155926080166275,9.500333510932217,12.422004951924846
181,H,0.4833756417028703,4.905344158107118,6.5758830120654945,7.148539769927323
181,He,0.7217150812414671,4.975084640490589,8.563058271637786,2.7698178140352536
181,O,1.5405035345050666,2.373996637748711,8.397095281506257,13.129298578984892
181,O,1.4922384039575092,3.0451314513835217,5.040019799008839,9.81412328165604
181,H,4.04382744090489,3.842245690252957,6.210877065325354,4.059365312812126
181,C,4.406850773750716,2.2628425046964677,7.393250709570983,8.890883815392668
181,Fe,3.3855012084594995,1.775126431331379,2.7090286681504936,8.245533121525899
181,Na,4.52037243105675,2.47235315966676,1.0715025474226165,6.000067384102367
181,Na,2.1497965879816565,2.6295679373403313,5.883391062068262,8.242887735038972
181,C,2.0715563305393063,4.426588354648933,4.419230156409383,27.575708629507755
181,C,3.760238431240017,2.233464486887402,8.795702636386752,11.082290365196231
181,O,2.2359348831287775,2.6337772193637092,8.981574615602227,17.807550076269592
181,H,1.221875021092436,1.2376734933808784,5.3958206562272215,6.736510169539495
181,Si,4.2072042335789135,2.3860105761755195,8.953345278919684,13.316399724394023
181,Si,3.112379222171605,1.650519442863228,6.379194783744137,11.438675031367092
181,H,0.002147186324255852,0.04113604026706964,9.881577877153804,6.164139908213124
181,Na,1.367653692484738,0.7364514462196929,2.4026892296048152,7.165612441389822
181,Na,2.1831327115256154,2.8435966396082737,2.6236389635457877,7.219332695503041
181,C,3.880243029674447,1.90843726219278,7.058301826171007,8.761983409565996
181,He,3.3409094702660522,4.1352016289120375,2.4027902588767462,24.15301752145639
181,Si,4.08816805256281,3.213401360235867,5.940541049055446,11.055820638863096
181,O,1.3112838284581625,3.4407728331888494,7.620280424524448,11.323541598932517
181,He,4.940041002893301,1.4391198502728115,1.9209315878213915,4.102455496500613
181,N,4.312376284316035,1.026259767609754,2.926777920999101,8.219088316553313
181,C,3.2607985538549213,3.716691621515026,8.810239446902282,11.182642765648211
181,Na,2.6982885509182895,2.3878596259977516,2.197797173772707,7.177294064451436
181,O,1.5707438091983974,0.04808299363312959,5.560476694593542,9.780171282450565
181,Na,2.5747103462701584,1.793526488683654,1.9168265907953628,7.129720865611407
181,Fe,4.214315706480404,1.9806548621413456,2.5464916911000173,4.198169401306924
181,H,3.3975299118598468,2.93378469615709,7.914048454989873,4.056121251822923
181,O,1.4387257673684455,0.82078318806035,7.321130150160001,10.64172849998685
181,N,3.746659918020435,2.3366716951535262,9.9615662995742,13.566348645865437
181,C,3.7477226413454114,4.112590860978358,8.2351977679135,9.251986613342549
181,O,3.715815024284577,2.664780880511607,4.443863145838362,9.60490890337813
181,Na,1.2207762884911455,0.7355107164358471,9.383778851817462,9.902557853050757
181,Si,0.24721256151074178,2.970945970961366,0.5722413460754173,9.944809163401949
181,Si,1.2181094762889346,2.4907745772952845,3.615618996990622,10.42182032810122
181,Na,2.1775930703136828,1.3655102746251568,3.5885930761260454,7.405113428031128
181,H,4.485958100157958,3.3759701790328838,0.5323653189911941,6.099526774715566
181,Fe,3.2066513884372734,1.9150541725539205,9.126064454342735,13.942135093481884
181,O,3.176618521419041,0.021803159255246663,9.670355259793915,11.450048215385909
181,He,0.7046627056357279,0.38965696874159894,9.572737748260922,2.128316229512317
181,H,0.7121924804773325,0.6831464134409557,8.78557442014864,7.84815512414841
181,N,4.20490745960706,2.364861413797847,6.310677863142343,9.238256740620871
181,N,2.5310503234138366,2.5826891867095307,8.968839591919723,15.531219075325266
181,He,1.4988310319868998,3.6697955125318558,6.555777425958012,25.229534403819518
181,N,4.871805421463789,4.854896789041923,2.722002259800014,8.152982135405772
181,Na,2.9009880586081263,1.6388746634339637,2.4885492052600178,7.19824116066571
181,C,3.5729891811989942,3.729725899094513,4.574612841637013,2.61051178206038
181,H,0.9809774638781422,2.5193962298461967,5.856572648690668,6.379205155761079
181,Na,4.8984358435858235,2.6789705163691324,7.810125160078926,8.771808999051341
181,O,0.648514061348691,4.895207888434779,6.689073061710978,10.029844667179397
181,Na,4.183672149239573,1.249419677631263,9.17725735695639,9.856507146092712
181,C,3.0870593281242686,3.4156808690412346,8.585798391462893,10.112375648677743
181,O,0.4166380492233821,2.6370496706445072,9.492760379358247,12.011370195259596
181,Si,1.622686991680133,2.386371081248182,1.5159161987288114,10.079205956806339
